"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Overhead Press (Dumbbell)",0,"",2,"normal",20,10,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Overhead Press (Dumbbell)",0,"",3,"normal",20,8,,,10
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Lying Leg Raise",,"",0,"normal",,12,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Lying Leg Raise",,"",1,"normal",,10,,,
"Fullbody A","17 mars 2026, 18:07","17 mars 2026, 18:55","","Lying Leg Raise",,"",2,"normal",,8,,,9
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Warm Up",,"",0,"normal",,,,751,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Deadlift (Barbell)",,"",0,"warmup",12,8,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Deadlift (Barbell)",,"",1,"normal",52,6,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Deadlift (Barbell)",,"",2,"normal",52,6,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Deadlift (Barbell)",,"",3,"normal",52,6,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Deadlift (Barbell)",,"",4,"normal",52,6,,,8
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bent Over Row (Barbell)",,"",0,"warmup",26,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bent Over Row (Barbell)",,"",1,"normal",34,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bent Over Row (Barbell)",,"",2,"normal",34,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bent Over Row (Barbell)",,"",3,"normal",34,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bent Over Row (Barbell)",,"",4,"normal",34,10,,,7
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bench Press (Barbell)",,"",0,"normal",42,12,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bench Press (Barbell)",,"",1,"normal",42,11,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bench Press (Barbell)",,"",2,"normal",42,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Bench Press (Barbell)",,"",3,"normal",42,9,,,8.5
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Lateral Raise (Dumbbell)",,"",1,"normal",20,13,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,9
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","EZ Bar Biceps Curl",,"",0,"normal",28,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","EZ Bar Biceps Curl",,"",1,"normal",28,10,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","EZ Bar Biceps Curl",,"",2,"normal",28,10,,,9
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Crunch (Weighted)",,"",0,"normal",16,14,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Crunch (Weighted)",,"",1,"normal",16,14,,,
"Full Body B","13 mars 2026, 17:09","13 mars 2026, 18:11","","Crunch (Weighted)",,"",2,"normal",16,14,,,9.5
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Warm Up",,"",0,"normal",,,,466,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",0,"normal",,2,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",1,"normal",,2,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",2,"normal",,2,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",3,"normal",,2,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",4,"normal",,2,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",5,"normal",,1,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",6,"normal",,1,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Pull Up",,"",7,"normal",,2,,,10
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Kettlebell Goblet Squat",,"",0,"normal",20,12,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Kettlebell Goblet Squat",,"",1,"normal",20,12,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Kettlebell Goblet Squat",,"",2,"normal",20,12,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Kettlebell Goblet Squat",,"",3,"normal",20,12,,,9
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bench Press (Barbell)",,"",0,"normal",42,10,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bench Press (Barbell)",,"",1,"normal",42,10,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bench Press (Barbell)",,"",2,"normal",42,8,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bench Press (Barbell)",,"",3,"normal",42,8,,,10
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bicep Curl (Dumbbell)",0,"",0,"normal",20,10,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bicep Curl (Dumbbell)",0,"",1,"normal",20,10,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,8,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Bicep Curl (Dumbbell)",0,"",3,"normal",20,8,,,9
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Overhead Press (Dumbbell)",0,"",0,"normal",20,10,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Overhead Press (Dumbbell)",0,"",1,"normal",20,10,,,10
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Overhead Press (Dumbbell)",0,"",2,"normal",20,8,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Overhead Press (Dumbbell)",0,"",3,"normal",20,8,,,10
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Lying Leg Raise",,"",0,"normal",,11,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Lying Leg Raise",,"",1,"normal",,8,,,
"Fullbody A","11 mars 2026, 17:37","11 mars 2026, 18:19","","Lying Leg Raise",,"",2,"normal",,4,,,10
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Warm Up",,"",0,"normal",,,,1,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Deadlift (Barbell)",,"",0,"normal",42,6,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Deadlift (Barbell)",,"",1,"normal",42,6,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Deadlift (Barbell)",,"",2,"normal",42,6,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Deadlift (Barbell)",,"",3,"normal",42,6,,,6
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bent Over Row (Barbell)",,"8-14 reps",0,"warmup",26,10,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bent Over Row (Barbell)",,"8-14 reps",1,"normal",34,10,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bent Over Row (Barbell)",,"8-14 reps",2,"normal",34,10,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bent Over Row (Barbell)",,"8-14 reps",3,"normal",34,8,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bent Over Row (Barbell)",,"8-14 reps",4,"normal",34,8,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bench Press (Barbell)",,"",0,"normal",42,10,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bench Press (Barbell)",,"",1,"normal",42,8,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bench Press (Barbell)",,"",2,"normal",42,8,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Bench Press (Barbell)",,"",3,"normal",42,9,,,8
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,10
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","EZ Bar Biceps Curl",,"",0,"normal",28,8,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","EZ Bar Biceps Curl",,"",1,"normal",28,8,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","EZ Bar Biceps Curl",,"",2,"normal",28,8,,,8.5
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Crunch (Weighted)",,"",0,"normal",,14,,,
"Full Body B","9 mars 2026, 18:52","9 mars 2026, 19:41","","Crunch (Weighted)",,"",1,"normal",,14,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Warm Up",,"",0,"normal",,,,833,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Thruster (Kettlebell)",0,"",0,"normal",16,12,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Thruster (Kettlebell)",0,"",1,"normal",16,12,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Thruster (Kettlebell)",0,"",2,"normal",16,12,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Thruster (Kettlebell)",0,"",3,"normal",16,12,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Thruster (Kettlebell)",0,"",4,"normal",16,12,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Thruster (Kettlebell)",0,"",5,"normal",16,12,,,9
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Kettlebell Swing",0,"",0,"normal",16,14,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Kettlebell Swing",0,"",1,"normal",16,14,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Kettlebell Swing",0,"",2,"normal",16,14,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Kettlebell Swing",0,"",3,"normal",16,14,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Kettlebell Swing",0,"",4,"normal",16,14,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Kettlebell Swing",0,"",5,"normal",16,14,,,9.5
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Shrug (Dumbbell)",,"Alterne par bras, 4/4 sur la même série",0,"normal",16,8,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Shrug (Dumbbell)",,"Alterne par bras, 4/4 sur la même série",1,"normal",16,10,,,
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Shrug (Dumbbell)",,"Alterne par bras, 4/4 sur la même série",2,"normal",16,10,,,7.5
"15min emom","7 mars 2026, 18:41","7 mars 2026, 19:27","","Treadmill",,"",0,"normal",,,1,0,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Warm Up",,"",0,"normal",,,,446,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",0,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",1,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",2,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",3,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",4,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",5,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",6,"normal",,2,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Pull Up",,"",7,"normal",,2,,,10
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Kettlebell Goblet Squat",,"",0,"normal",20,10,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Kettlebell Goblet Squat",,"",1,"normal",20,10,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Kettlebell Goblet Squat",,"",2,"normal",20,10,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Kettlebell Goblet Squat",,"",3,"normal",20,10,,,8.5
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bench Press (Barbell)",,"",0,"warmup",22,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bench Press (Barbell)",,"",1,"normal",42,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bench Press (Barbell)",,"",2,"normal",42,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bench Press (Barbell)",,"",3,"normal",42,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bench Press (Barbell)",,"",4,"normal",42,8,,,9.5
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bicep Curl (Dumbbell)",0,"",0,"normal",20,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bicep Curl (Dumbbell)",0,"",1,"normal",20,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Bicep Curl (Dumbbell)",0,"",3,"normal",20,8,,,8
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Overhead Press (Dumbbell)",0,"",0,"normal",20,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Overhead Press (Dumbbell)",0,"",1,"normal",20,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Overhead Press (Dumbbell)",0,"",2,"normal",20,8,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Overhead Press (Dumbbell)",0,"",3,"normal",20,8,,,8.5
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Lying Leg Raise",,"",0,"normal",,16,,,
"Fullbody A","5 mars 2026, 18:40","5 mars 2026, 19:25","","Lying Leg Raise",,"",1,"normal",,4,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Warm Up",,"",0,"normal",,,,253,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bent Over Row (Barbell)",,"",0,"warmup",26,10,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bent Over Row (Barbell)",,"",1,"normal",30,14,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bent Over Row (Barbell)",,"",2,"normal",30,14,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bent Over Row (Barbell)",,"",3,"normal",30,14,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bent Over Row (Barbell)",,"",4,"normal",30,14,,,8
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Deadlift (Barbell)",,"Monter poids jusque RPE 8 a 6rep",0,"normal",36,6,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Deadlift (Barbell)",,"Monter poids jusque RPE 8 a 6rep",1,"normal",36,6,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Deadlift (Barbell)",,"Monter poids jusque RPE 8 a 6rep",2,"normal",36,6,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Deadlift (Barbell)",,"Monter poids jusque RPE 8 a 6rep",3,"normal",36,6,,,6
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bench Press (Barbell)",,"",0,"normal",42,6,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bench Press (Barbell)",,"",1,"normal",42,6,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bench Press (Barbell)",,"",2,"normal",42,6,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Bench Press (Barbell)",,"",3,"normal",42,6,,,6
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Lateral Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Lateral Raise (Dumbbell)",,"",1,"normal",20,10,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Lateral Raise (Dumbbell)",,"",2,"normal",20,10,,,8
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","EZ Bar Biceps Curl",,"",0,"normal",26,13,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","EZ Bar Biceps Curl",,"",1,"normal",26,14,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","EZ Bar Biceps Curl",,"",2,"normal",26,13,,,10
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Crunch (Weighted)",,"",0,"normal",16,14,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Crunch (Weighted)",,"",1,"normal",16,13,,,
"Full Body B","3 mars 2026, 17:56","3 mars 2026, 18:50","","Crunch (Weighted)",,"",2,"normal",16,12,,,8.5
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Deadlift (Barbell)",,"",0,"normal",32,14,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Deadlift (Barbell)",,"",1,"normal",32,12,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Deadlift (Barbell)",,"",2,"normal",32,12,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Deadlift (Barbell)",,"",3,"normal",32,12,,,8
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Shrug (Barbell)",,"",0,"normal",16,8,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Shrug (Barbell)",,"",1,"normal",16,8,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Shrug (Barbell)",,"",2,"normal",16,8,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Shrug (Barbell)",,"",3,"normal",16,12,,,8
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","EZ Bar Biceps Curl",,"",0,"normal",26,14,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","EZ Bar Biceps Curl",,"",1,"normal",26,14,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","EZ Bar Biceps Curl",,"",2,"normal",26,12,,,9
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Floor Press (Barbell)",,"",0,"normal",26,16,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Floor Press (Barbell)",,"",1,"normal",26,16,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Floor Press (Barbell)",,"",2,"normal",26,14,,,
"Entraînement du soir 🏋️","28 févr. 2026, 18:57","28 févr. 2026, 19:36","","Floor Press (Barbell)",,"",3,"normal",26,14,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Warm Up",,"",0,"normal",,,,492,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Kettlebell Goblet Squat",,"",0,"normal",20,10,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Kettlebell Goblet Squat",,"",1,"normal",20,10,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Kettlebell Goblet Squat",,"",2,"normal",20,10,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Kettlebell Goblet Squat",,"",3,"normal",20,10,,,8
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bent Over Row (Barbell)",,"",0,"normal",30,12,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bent Over Row (Barbell)",,"",1,"normal",30,12,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bent Over Row (Barbell)",,"",2,"normal",30,12,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bent Over Row (Barbell)",,"",3,"normal",30,12,,,8.5
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Floor Press (Dumbbell)",,"",0,"normal",26,12,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Floor Press (Dumbbell)",,"",1,"normal",26,13,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Floor Press (Dumbbell)",,"",2,"normal",26,14,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Floor Press (Dumbbell)",,"",3,"normal",26,13,,,8.5
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bicep Curl (Dumbbell)",0,"",0,"normal",16,14,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bicep Curl (Dumbbell)",0,"",1,"normal",16,12,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bicep Curl (Dumbbell)",0,"",2,"normal",16,14,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Bicep Curl (Dumbbell)",0,"",3,"normal",16,12,,,9
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Overhead Press (Dumbbell)",0,"",0,"normal",16,14,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Overhead Press (Dumbbell)",0,"",1,"normal",16,12,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Overhead Press (Dumbbell)",0,"",2,"normal",16,14,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Overhead Press (Dumbbell)",0,"",3,"normal",16,12,,,9
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Lying Leg Raise",,"",0,"failure",,15,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Lying Leg Raise",,"",1,"normal",,15,,,
"Fullbody A","25 févr. 2026, 18:26","25 févr. 2026, 18:59","","Lying Leg Raise",,"",2,"normal",,15,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Warm Up",,"",0,"normal",,,,806,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Bent Over Row (Barbell)",,"",0,"warmup",26,10,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Bent Over Row (Barbell)",,"",1,"normal",30,12,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Bent Over Row (Barbell)",,"",2,"normal",30,12,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Bent Over Row (Barbell)",,"",3,"normal",30,12,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Bent Over Row (Barbell)",,"",4,"normal",30,12,,,8
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Deadlift (Barbell)",,"",0,"normal",30,14,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Deadlift (Barbell)",,"",1,"normal",30,14,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Deadlift (Barbell)",,"",2,"normal",30,12,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Deadlift (Barbell)",,"",3,"normal",30,12,,,7.5
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Floor Press (Barbell)",,"",0,"normal",32,10,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Floor Press (Barbell)",,"",1,"normal",32,10,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Floor Press (Barbell)",,"",2,"normal",32,10,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Floor Press (Barbell)",,"",3,"normal",32,13,,,7
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Lateral Raise (Dumbbell)",,"",0,"normal",16,14,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Lateral Raise (Dumbbell)",,"",1,"normal",16,16,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Lateral Raise (Dumbbell)",,"",2,"normal",16,14,,,8.5
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","EZ Bar Biceps Curl",,"",0,"normal",26,13,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","EZ Bar Biceps Curl",,"",1,"normal",26,14,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","EZ Bar Biceps Curl",,"",2,"normal",26,11,,,9.5
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Crunch (Weighted)",,"",0,"normal",16,12,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Crunch (Weighted)",,"",1,"normal",16,12,,,
"Full Body B","22 févr. 2026, 16:24","22 févr. 2026, 17:21","","Crunch (Weighted)",,"",2,"normal",16,12,,,8.5
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Warm Up",,"",0,"normal",,,,492,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",0,"normal",16,8,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",1,"normal",16,8,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",2,"normal",16,8,,,
"Entraînement matinal ☀️","20 févr. 2026, 11:39","20 févr. 2026, 12:05","","Kettlebell Swing",,"",3,"normal",16,14,,,
